qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	name	start	end	query_contig	subject_contig	subject_start	subject_end
gene_66_SAMEA2621085_65	gene_51_SAMEA2621151_40	55.342	365	162	1	4	367	1	365	1.0999999999999997e-164	461.0	gene_51_SAMEA2621151_40	32374	33483	SAMEA2621085_65	SAMEA2619923_17	32374	33483
gene_58_contig_155688	gene_52_SAMEA2621151_40	60.714	224	82	1	8	231	7	224	1.8599999999999997e-102	293.0	gene_52_SAMEA2621151_40	33697	34383	SAMEA2621085_65	SAMEA2619923_17	33697	34383
gene_93_contig_154566	gene_52_SAMEA2621151_40	64.47399999999999	228	76	1	1	228	5	227	2.1699999999999993e-108	307.0	gene_52_SAMEA2621151_40	33697	34383	SAMEA2621085_65	SAMEA2619923_17	33697	34383
gene_93_contig_154566	gene_52_SAMEA2621151_40	64.47399999999999	228	76	1	1	228	5	227	2.1699999999999993e-108	307.0	gene_52_SAMEA2621151_40	33697	34383	SAMEA2621085_65	SAMEA2619923_17	33697	34383
gene_64_SAMEA2621085_65	gene_52_SAMEA2621151_40	65.471	223	72	1	8	230	7	224	1.7699999999999995e-109	310.0	gene_52_SAMEA2621151_40	33697	34383	SAMEA2621085_65	SAMEA2619923_17	33697	34383
gene_59_contig_155688	gene_53_SAMEA2621151_40	50.0	466	227	3	1	464	1	462	1.7099999999999997e-172	489.0	gene_53_SAMEA2621151_40	34505	35908	SAMEA2621085_65	SAMEA2619923_17	34505	35908
gene_94_contig_154566	gene_53_SAMEA2621151_40	61.14	386	148	2	1	385	77	461	3.739999999999998e-174	490.0	gene_53_SAMEA2621151_40	34505	35908	SAMEA2621085_65	SAMEA2619923_17	34505	35908
gene_94_contig_154566	gene_53_SAMEA2621151_40	61.14	386	148	2	1	385	77	461	3.739999999999998e-174	490.0	gene_53_SAMEA2621151_40	34505	35908	SAMEA2621085_65	SAMEA2619923_17	34505	35908
gene_63_SAMEA2621085_65	gene_53_SAMEA2621151_40	65.59100000000001	465	159	1	1	465	1	464	0.0	660.0	gene_53_SAMEA2621151_40	34505	35908	SAMEA2621085_65	SAMEA2619923_17	34505	35908
gene_60_contig_155688	gene_54_SAMEA2621151_40	58.416000000000004	202	82	2	21	220	1	202	1.5199999999999998e-86	251.0	gene_54_SAMEA2621151_40	36147	36755	SAMEA2621085_65	SAMEA2619923_17	36147	36755
gene_95_contig_154566	gene_54_SAMEA2621151_40	57.353	204	85	2	1	204	1	202	4.14e-82	239.0	gene_54_SAMEA2621151_40	36147	36755	SAMEA2621085_65	SAMEA2619923_17	36147	36755
gene_95_contig_154566	gene_54_SAMEA2621151_40	57.353	204	85	2	1	204	1	202	4.14e-82	239.0	gene_54_SAMEA2621151_40	36147	36755	SAMEA2621085_65	SAMEA2619923_17	36147	36755
gene_18_contig_156409	gene_54_SAMEA2621151_40	50.99	202	94	3	1	197	1	202	2.79e-74	219.0	gene_54_SAMEA2621151_40	36147	36755	SAMEA2621085_65	SAMEA2619923_17	36147	36755
gene_62_SAMEA2621085_65	gene_54_SAMEA2621151_40	66.01	203	68	1	1	203	1	202	5.579999999999999e-102	289.0	gene_54_SAMEA2621151_40	36147	36755	SAMEA2621085_65	SAMEA2619923_17	36147	36755
gene_61_contig_155688	gene_56_SAMEA2621151_40	50.19	526	220	11	16	504	13	533	1.2699999999999995e-163	471.0	gene_56_SAMEA2621151_40	36925	38529	SAMEA2621085_65	SAMEA2619923_17	36925	38529
gene_63_contig_155688	gene_62_SAMEA2621151_40	56.731	104	45	0	1	104	10	113	3.15e-42	130.0	gene_62_SAMEA2621151_40	54464	54808	SAMEA2621085_65	SAMEA2619923_17	54464	54808
gene_106_contig_154566	gene_62_SAMEA2621151_40	64.035	114	41	0	1	114	1	114	3.329999999999999e-57	169.0	gene_62_SAMEA2621151_40	54464	54808	SAMEA2621085_65	SAMEA2619923_17	54464	54808
gene_106_contig_154566	gene_62_SAMEA2621151_40	64.035	114	41	0	1	114	1	114	3.329999999999999e-57	169.0	gene_62_SAMEA2621151_40	54464	54808	SAMEA2621085_65	SAMEA2619923_17	54464	54808
gene_52_SAMEA2621085_65	gene_62_SAMEA2621151_40	66.957	115	37	1	1	115	1	114	8.61e-57	168.0	gene_62_SAMEA2621151_40	54464	54808	SAMEA2621085_65	SAMEA2619923_17	54464	54808
gene_66_contig_155688	gene_98_SAMEA2621151_40	77.273	110	21	2	7	112	29	138	2.5399999999999997e-54	162.0	gene_98_SAMEA2621151_40	105182	105598	SAMEA2621085_65	SAMEA2619923_17	105182	105598
gene_40_contig_154566	gene_98_SAMEA2621151_40	77.686	121	25	1	139	259	20	138	4.19e-64	193.0	gene_98_SAMEA2621151_40	105182	105598	SAMEA2621085_65	SAMEA2619923_17	105182	105598
gene_40_contig_154566	gene_98_SAMEA2621151_40	77.686	121	25	1	139	259	20	138	4.19e-64	193.0	gene_98_SAMEA2621151_40	105182	105598	SAMEA2621085_65	SAMEA2619923_17	105182	105598
gene_15_contig_156409	gene_98_SAMEA2621151_40	85.84899999999999	106	13	1	1	106	35	138	7.5599999999999985e-59	173.0	gene_98_SAMEA2621151_40	105182	105598	SAMEA2621085_65	SAMEA2619923_17	105182	105598
gene_12_SAMEA2621085_65	gene_98_SAMEA2621151_40	84.906	106	14	1	1	106	35	138	6.49e-59	174.0	gene_98_SAMEA2621151_40	105182	105598	SAMEA2621085_65	SAMEA2619923_17	105182	105598
gene_67_contig_155688	gene_64_SAMEA2621151_40	51.361999999999995	771	344	15	4822	5572	4741	5500	0.0	741.0	gene_64_SAMEA2621151_40	56214	72716	SAMEA2621085_65	SAMEA2619923_17	56214	72716
gene_1_contig_154566	gene_64_SAMEA2621151_40	50.192	4939	2043	112	448	5206	799	5500	0.0	4479.0	gene_64_SAMEA2621151_40	56214	72716	SAMEA2621085_65	SAMEA2619923_17	56214	72716
gene_1_contig_154566	gene_64_SAMEA2621151_40	50.192	4939	2043	112	448	5206	799	5500	0.0	4479.0	gene_64_SAMEA2621151_40	56214	72716	SAMEA2621085_65	SAMEA2619923_17	56214	72716
gene_50_SAMEA2619923_17	gene_64_SAMEA2621151_40	59.292	113	44	1	5337	5449	4895	5005	5.23e-36	148.0	gene_64_SAMEA2621151_40	56214	72716	SAMEA2621085_65	SAMEA2619923_17	56214	72716
gene_69_SAMEA2621151_40	gene_71_contig_155688	50.575	87	42	1	31	116	1	87	3.91e-30	100.0	gene_71_contig_155688	63925	64200	SAMEA2621085_65	SAMEA2619923_17	63925	64200
gene_71_contig_155688	gene_69_SAMEA2621151_40	50.575	87	42	1	1	87	31	116	2.96e-30	100.0	gene_69_SAMEA2621151_40	74910	75272	SAMEA2621085_65	SAMEA2619923_17	74910	75272
gene_6_contig_154566	gene_69_SAMEA2621151_40	62.711999999999996	118	44	0	4	121	3	120	5.69e-58	171.0	gene_69_SAMEA2621151_40	74910	75272	SAMEA2621085_65	SAMEA2619923_17	74910	75272
gene_6_contig_154566	gene_69_SAMEA2621151_40	62.711999999999996	118	44	0	4	121	3	120	5.69e-58	171.0	gene_69_SAMEA2621151_40	74910	75272	SAMEA2621085_65	SAMEA2619923_17	74910	75272
gene_46_SAMEA2621085_65	gene_69_SAMEA2621151_40	63.043	92	31	2	1	91	31	120	3.2699999999999997e-42	130.0	gene_69_SAMEA2621151_40	74910	75272	SAMEA2621085_65	SAMEA2619923_17	74910	75272
gene_74_contig_155688	gene_72_SAMEA2621151_40	64.43	149	53	0	1	149	1	149	3.019999999999999e-72	209.0	gene_72_SAMEA2621151_40	77926	78375	SAMEA2621085_65	SAMEA2619923_17	77926	78375
gene_9_contig_154566	gene_72_SAMEA2621151_40	83.221	149	25	0	1	149	1	149	3.189999999999999e-92	260.0	gene_72_SAMEA2621151_40	77926	78375	SAMEA2621085_65	SAMEA2619923_17	77926	78375
gene_9_contig_154566	gene_72_SAMEA2621151_40	83.221	149	25	0	1	149	1	149	3.189999999999999e-92	260.0	gene_72_SAMEA2621151_40	77926	78375	SAMEA2621085_65	SAMEA2619923_17	77926	78375
gene_96_contig_156409	gene_72_SAMEA2621151_40	57.343	143	61	0	3	145	6	148	2.3999999999999994e-62	184.0	gene_72_SAMEA2621151_40	77926	78375	SAMEA2621085_65	SAMEA2619923_17	77926	78375
gene_43_SAMEA2621085_65	gene_72_SAMEA2621151_40	75.168	149	37	0	1	149	1	149	8.599999999999999e-86	244.0	gene_72_SAMEA2621151_40	77926	78375	SAMEA2621085_65	SAMEA2619923_17	77926	78375
gene_42_SAMEA2619923_17	gene_72_SAMEA2621151_40	67.11399999999999	149	48	1	1	148	1	149	5.729999999999999e-74	214.0	gene_72_SAMEA2621151_40	77926	78375	SAMEA2621085_65	SAMEA2619923_17	77926	78375
gene_76_contig_155688	gene_74_SAMEA2621151_40	70.377	530	152	3	1	528	1	527	0.0	773.0	gene_74_SAMEA2621151_40	78658	80244	SAMEA2621085_65	SAMEA2619923_17	78658	80244
gene_11_contig_154566	gene_74_SAMEA2621151_40	60.885	565	177	13	1	559	1	527	0.0	655.0	gene_74_SAMEA2621151_40	78658	80244	SAMEA2621085_65	SAMEA2619923_17	78658	80244
gene_11_contig_154566	gene_74_SAMEA2621151_40	60.885	565	177	13	1	559	1	527	0.0	655.0	gene_74_SAMEA2621151_40	78658	80244	SAMEA2621085_65	SAMEA2619923_17	78658	80244
gene_41_SAMEA2621085_65	gene_74_SAMEA2621151_40	74.242	528	129	4	1	521	1	528	0.0	811.0	gene_74_SAMEA2621151_40	78658	80244	SAMEA2621085_65	SAMEA2619923_17	78658	80244
gene_41_SAMEA2619923_17	gene_74_SAMEA2621151_40	65.97399999999999	529	171	6	1	521	1	528	0.0	717.0	gene_74_SAMEA2621151_40	78658	80244	SAMEA2621085_65	SAMEA2619923_17	78658	80244
gene_78_contig_155688	gene_75_SAMEA2621151_40	53.571000000000005	84	38	1	1	83	13	96	2.2499999999999997e-32	104.0	gene_75_SAMEA2621151_40	80244	80537	SAMEA2621085_65	SAMEA2619923_17	80244	80537
gene_12_contig_154566	gene_75_SAMEA2621151_40	50.505	99	47	2	1	99	1	97	3.6899999999999995e-33	107.0	gene_75_SAMEA2621151_40	80244	80537	SAMEA2621085_65	SAMEA2619923_17	80244	80537
gene_12_contig_154566	gene_75_SAMEA2621151_40	50.505	99	47	2	1	99	1	97	3.6899999999999995e-33	107.0	gene_75_SAMEA2621151_40	80244	80537	SAMEA2621085_65	SAMEA2619923_17	80244	80537
gene_39_SAMEA2621085_65	gene_75_SAMEA2621151_40	53.763000000000005	93	41	1	1	93	1	91	6.1e-38	119.0	gene_75_SAMEA2621151_40	80244	80537	SAMEA2621085_65	SAMEA2619923_17	80244	80537
gene_82_SAMEA2621151_40	gene_87_contig_155688	51.402	107	50	2	4	109	3	108	4.37e-31	103.0	gene_87_contig_155688	80420	80758	SAMEA2621085_65	SAMEA2619923_17	80420	80758
gene_83_contig_155688	gene_78_SAMEA2621151_40	76.215	391	68	4	1	366	1	391	0.0	619.0	gene_78_SAMEA2621151_40	81677	82852	SAMEA2621085_65	SAMEA2619923_17	81677	82852
gene_17_contig_154566	gene_78_SAMEA2621151_40	77.551	392	72	5	1	377	1	391	0.0	630.0	gene_78_SAMEA2621151_40	81677	82852	SAMEA2621085_65	SAMEA2619923_17	81677	82852
gene_17_contig_154566	gene_78_SAMEA2621151_40	77.551	392	72	5	1	377	1	391	0.0	630.0	gene_78_SAMEA2621151_40	81677	82852	SAMEA2621085_65	SAMEA2619923_17	81677	82852
gene_88_contig_156409	gene_78_SAMEA2621151_40	68.02	394	110	6	1	381	1	391	0.0	558.0	gene_78_SAMEA2621151_40	81677	82852	SAMEA2621085_65	SAMEA2619923_17	81677	82852
gene_35_SAMEA2621085_65	gene_78_SAMEA2621151_40	80.102	392	61	5	1	376	1	391	0.0	642.0	gene_78_SAMEA2621151_40	81677	82852	SAMEA2621085_65	SAMEA2619923_17	81677	82852
gene_31_SAMEA2619923_17	gene_78_SAMEA2621151_40	75.628	398	86	5	1	394	1	391	0.0	632.0	gene_78_SAMEA2621151_40	81677	82852	SAMEA2621085_65	SAMEA2619923_17	81677	82852
gene_84_contig_155688	gene_79_SAMEA2621151_40	56.803000000000004	463	162	9	15	456	19	464	1.4099999999999997e-166	474.0	gene_79_SAMEA2621151_40	82890	84287	SAMEA2621085_65	SAMEA2619923_17	82890	84287
gene_18_contig_154566	gene_79_SAMEA2621151_40	63.226000000000006	465	157	9	1	459	8	464	0.0	546.0	gene_79_SAMEA2621151_40	82890	84287	SAMEA2621085_65	SAMEA2619923_17	82890	84287
gene_18_contig_154566	gene_79_SAMEA2621151_40	63.226000000000006	465	157	9	1	459	8	464	0.0	546.0	gene_79_SAMEA2621151_40	82890	84287	SAMEA2621085_65	SAMEA2619923_17	82890	84287
gene_34_SAMEA2621085_65	gene_79_SAMEA2621151_40	63.214	473	157	7	1	465	1	464	0.0	565.0	gene_79_SAMEA2621151_40	82890	84287	SAMEA2621085_65	SAMEA2619923_17	82890	84287
gene_30_SAMEA2619923_17	gene_79_SAMEA2621151_40	55.92100000000001	456	183	8	17	459	15	465	1.2199999999999996e-168	479.0	gene_79_SAMEA2621151_40	82890	84287	SAMEA2621085_65	SAMEA2619923_17	82890	84287
gene_87_contig_155688	gene_82_SAMEA2621151_40	51.402	107	50	2	3	108	4	109	4.29e-31	103.0	gene_82_SAMEA2621151_40	90474	90818	SAMEA2621085_65	SAMEA2619923_17	90474	90818
gene_89_contig_155688	gene_84_SAMEA2621151_40	68.467	574	141	7	29	592	1	544	0.0	818.0	gene_84_SAMEA2621151_40	91226	92863	SAMEA2621085_65	SAMEA2619923_17	91226	92863
gene_23_contig_154566	gene_84_SAMEA2621151_40	74.061	559	126	5	27	580	1	545	0.0	861.0	gene_84_SAMEA2621151_40	91226	92863	SAMEA2621085_65	SAMEA2619923_17	91226	92863
gene_23_contig_154566	gene_84_SAMEA2621151_40	74.061	559	126	5	27	580	1	545	0.0	861.0	gene_84_SAMEA2621151_40	91226	92863	SAMEA2621085_65	SAMEA2619923_17	91226	92863
gene_82_contig_156409	gene_84_SAMEA2621151_40	60.326	552	187	10	30	578	1	523	0.0	677.0	gene_84_SAMEA2621151_40	91226	92863	SAMEA2621085_65	SAMEA2619923_17	91226	92863
gene_29_SAMEA2621085_65	gene_84_SAMEA2621151_40	74.555	562	121	6	30	586	1	545	0.0	867.0	gene_84_SAMEA2621151_40	91226	92863	SAMEA2621085_65	SAMEA2619923_17	91226	92863
gene_25_SAMEA2619923_17	gene_84_SAMEA2621151_40	65.709	557	176	6	29	582	1	545	0.0	759.0	gene_84_SAMEA2621151_40	91226	92863	SAMEA2621085_65	SAMEA2619923_17	91226	92863
gene_94_contig_155688	gene_86_SAMEA2621151_40	72.561	492	131	1	2	493	4	491	0.0	775.0	gene_86_SAMEA2621151_40	94159	95634	SAMEA2621085_65	SAMEA2619923_17	94159	95634
gene_25_contig_154566	gene_86_SAMEA2621151_40	85.366	492	69	1	2	493	3	491	0.0	894.0	gene_86_SAMEA2621151_40	94159	95634	SAMEA2621085_65	SAMEA2619923_17	94159	95634
gene_25_contig_154566	gene_86_SAMEA2621151_40	85.366	492	69	1	2	493	3	491	0.0	894.0	gene_86_SAMEA2621151_40	94159	95634	SAMEA2621085_65	SAMEA2619923_17	94159	95634
gene_80_contig_156409	gene_86_SAMEA2621151_40	50.526	475	223	4	1	464	3	476	6.889999999999998e-174	493.0	gene_86_SAMEA2621151_40	94159	95634	SAMEA2621085_65	SAMEA2619923_17	94159	95634
gene_27_SAMEA2621085_65	gene_86_SAMEA2621151_40	82.787	488	83	1	4	491	5	491	0.0	870.0	gene_86_SAMEA2621151_40	94159	95634	SAMEA2621085_65	SAMEA2619923_17	94159	95634
gene_23_SAMEA2619923_17	gene_86_SAMEA2621151_40	66.392	485	162	1	1	485	1	484	0.0	707.0	gene_86_SAMEA2621151_40	94159	95634	SAMEA2621085_65	SAMEA2619923_17	94159	95634
gene_98_contig_155688	gene_91_SAMEA2621151_40	63.415	205	74	1	19	223	2	205	2.319999999999999e-100	286.0	gene_91_SAMEA2621151_40	100433	101062	SAMEA2621085_65	SAMEA2619923_17	100433	101062
gene_30_contig_154566	gene_91_SAMEA2621151_40	63.0	200	74	0	14	213	2	201	4.579999999999999e-99	283.0	gene_91_SAMEA2621151_40	100433	101062	SAMEA2621085_65	SAMEA2619923_17	100433	101062
gene_30_contig_154566	gene_91_SAMEA2621151_40	63.0	200	74	0	14	213	2	201	4.579999999999999e-99	283.0	gene_91_SAMEA2621151_40	100433	101062	SAMEA2621085_65	SAMEA2619923_17	100433	101062
gene_22_SAMEA2621085_65	gene_91_SAMEA2621151_40	67.0	200	66	0	18	217	2	201	2.6999999999999993e-108	306.0	gene_91_SAMEA2621151_40	100433	101062	SAMEA2621085_65	SAMEA2619923_17	100433	101062
gene_19_SAMEA2619923_17	gene_91_SAMEA2621151_40	54.0	200	91	1	28	226	2	201	4.5199999999999985e-80	236.0	gene_91_SAMEA2621151_40	100433	101062	SAMEA2621085_65	SAMEA2619923_17	100433	101062
gene_101_contig_154566	gene_59_SAMEA2621151_40	55.085	118	30	4	619	723	404	511	3.22e-25	109.0	gene_59_SAMEA2621151_40	39877	48426	SAMEA2621085_65	SAMEA2619923_17	39877	48426
gene_101_contig_154566	gene_59_SAMEA2621151_40	55.085	118	30	4	619	723	404	511	3.22e-25	109.0	gene_59_SAMEA2621151_40	39877	48426	SAMEA2621085_65	SAMEA2619923_17	39877	48426
gene_16_SAMEA2621151_40	gene_52_contig_154566	52.381	189	78	4	1	178	53	240	3.48e-60	196.0	gene_52_contig_154566	58706	59815	SAMEA2621085_65	SAMEA2619923_17	58706	59815
gene_16_SAMEA2621151_40	gene_52_contig_154566	52.381	189	78	4	1	178	53	240	3.48e-60	196.0	gene_52_contig_154566	58706	59815	SAMEA2621085_65	SAMEA2619923_17	58706	59815
gene_31_contig_154566	gene_92_SAMEA2621151_40	51.724	87	36	1	1	87	2	82	2.7999999999999998e-24	84.0	gene_92_SAMEA2621151_40	101153	101407	SAMEA2621085_65	SAMEA2619923_17	101153	101407
gene_31_contig_154566	gene_92_SAMEA2621151_40	51.724	87	36	1	1	87	2	82	2.7999999999999998e-24	84.0	gene_92_SAMEA2621151_40	101153	101407	SAMEA2621085_65	SAMEA2619923_17	101153	101407
gene_21_SAMEA2621085_65	gene_92_SAMEA2621151_40	59.523999999999994	84	32	1	1	84	1	82	3.3399999999999996e-32	103.0	gene_92_SAMEA2621151_40	101153	101407	SAMEA2621085_65	SAMEA2619923_17	101153	101407
gene_36_contig_154566	gene_97_SAMEA2621151_40	57.143	210	72	6	25	230	2	197	6.659999999999999e-78	229.0	gene_97_SAMEA2621151_40	104296	104889	SAMEA2621085_65	SAMEA2619923_17	104296	104889
gene_36_contig_154566	gene_97_SAMEA2621151_40	57.143	210	72	6	25	230	2	197	6.659999999999999e-78	229.0	gene_97_SAMEA2621151_40	104296	104889	SAMEA2621085_65	SAMEA2619923_17	104296	104889
gene_15_SAMEA2621085_65	gene_97_SAMEA2621151_40	50.99	202	83	5	10	208	3	191	3.03e-59	181.0	gene_97_SAMEA2621151_40	104296	104889	SAMEA2621085_65	SAMEA2619923_17	104296	104889
gene_44_SAMEA2621151_40	gene_83_contig_154566	55.372	242	88	6	6	233	97	332	1.9199999999999998e-89	264.0	gene_83_contig_154566	76702	77715	SAMEA2621085_65	SAMEA2619923_17	76702	77715
gene_44_SAMEA2621151_40	gene_83_contig_154566	55.372	242	88	6	6	233	97	332	1.9199999999999998e-89	264.0	gene_83_contig_154566	76702	77715	SAMEA2621085_65	SAMEA2619923_17	76702	77715
gene_52_contig_154566	gene_16_SAMEA2621151_40	52.381	189	78	4	53	240	1	178	6.16e-60	195.0	gene_16_SAMEA2621151_40	9724	10971	SAMEA2621085_65	SAMEA2619923_17	9724	10971
gene_52_contig_154566	gene_16_SAMEA2621151_40	52.381	189	78	4	53	240	1	178	6.16e-60	195.0	gene_16_SAMEA2621151_40	9724	10971	SAMEA2621085_65	SAMEA2619923_17	9724	10971
gene_59_SAMEA2621151_40	gene_101_contig_154566	54.236999999999995	118	31	2	404	511	619	723	1.4000000000000002e-23	105.0	gene_101_contig_154566	91263	94295	SAMEA2621085_65	SAMEA2619923_17	91263	94295
gene_59_SAMEA2621151_40	gene_101_contig_154566	54.236999999999995	118	31	2	404	511	619	723	1.4000000000000002e-23	105.0	gene_101_contig_154566	91263	94295	SAMEA2621085_65	SAMEA2619923_17	91263	94295
gene_5_contig_154566	gene_68_SAMEA2621151_40	57.143	70	30	0	1	70	24	93	2.3500000000000002e-26	88.6	gene_68_SAMEA2621151_40	74632	74913	SAMEA2621085_65	SAMEA2619923_17	74632	74913
gene_5_contig_154566	gene_68_SAMEA2621151_40	57.143	70	30	0	1	70	24	93	2.3500000000000002e-26	88.6	gene_68_SAMEA2621151_40	74632	74913	SAMEA2621085_65	SAMEA2619923_17	74632	74913
gene_68_SAMEA2621151_40	gene_5_contig_154566	57.143	70	30	0	24	93	1	70	3.1200000000000003e-26	88.6	gene_5_contig_154566	15643	15855	SAMEA2621085_65	SAMEA2619923_17	15643	15855
gene_68_SAMEA2621151_40	gene_5_contig_154566	57.143	70	30	0	24	93	1	70	3.1200000000000003e-26	88.6	gene_5_contig_154566	15643	15855	SAMEA2621085_65	SAMEA2619923_17	15643	15855
gene_83_contig_154566	gene_44_SAMEA2621151_40	55.372	242	88	6	97	332	6	233	2.7299999999999996e-89	264.0	gene_44_SAMEA2621151_40	26255	26968	SAMEA2621085_65	SAMEA2619923_17	26255	26968
gene_83_contig_154566	gene_44_SAMEA2621151_40	55.372	242	88	6	97	332	6	233	2.7299999999999996e-89	264.0	gene_44_SAMEA2621151_40	26255	26968	SAMEA2621085_65	SAMEA2619923_17	26255	26968
gene_71_SAMEA2621085_65	gene_44_SAMEA2621151_40	56.17	235	100	2	80	314	2	233	1.5399999999999995e-93	274.0	gene_44_SAMEA2621151_40	26255	26968	SAMEA2621085_65	SAMEA2619923_17	26255	26968
gene_87_contig_154566	gene_48_SAMEA2621151_40	98.387	62	1	0	1	62	6	67	1.35e-40	123.0	gene_48_SAMEA2621151_40	30547	30750	SAMEA2621085_65	SAMEA2619923_17	30547	30750
gene_87_contig_154566	gene_48_SAMEA2621151_40	98.387	62	1	0	1	62	6	67	1.35e-40	123.0	gene_48_SAMEA2621151_40	30547	30750	SAMEA2621085_65	SAMEA2619923_17	30547	30750
gene_72_SAMEA2621085_65	gene_48_SAMEA2621151_40	79.661	59	12	0	1	59	6	64	9.47e-33	103.0	gene_48_SAMEA2621151_40	30547	30750	SAMEA2621085_65	SAMEA2619923_17	30547	30750
gene_64_SAMEA2619923_17	gene_48_SAMEA2621151_40	79.661	59	12	0	1	59	6	64	2.91e-31	99.8	gene_48_SAMEA2621151_40	30547	30750	SAMEA2621085_65	SAMEA2619923_17	30547	30750
gene_92_SAMEA2621151_40	gene_31_contig_154566	51.724	87	36	1	2	82	1	87	2.68e-24	84.0	gene_31_contig_154566	42561	42827	SAMEA2621085_65	SAMEA2619923_17	42561	42827
gene_92_SAMEA2621151_40	gene_31_contig_154566	51.724	87	36	1	2	82	1	87	2.68e-24	84.0	gene_31_contig_154566	42561	42827	SAMEA2621085_65	SAMEA2619923_17	42561	42827
gene_97_contig_154566	gene_57_SAMEA2621151_40	81.395	86	16	0	1	86	1	86	3.3e-51	151.0	gene_57_SAMEA2621151_40	39001	39261	SAMEA2621085_65	SAMEA2619923_17	39001	39261
gene_97_contig_154566	gene_57_SAMEA2621151_40	81.395	86	16	0	1	86	1	86	3.3e-51	151.0	gene_57_SAMEA2621151_40	39001	39261	SAMEA2621085_65	SAMEA2619923_17	39001	39261
gene_58_SAMEA2621085_65	gene_57_SAMEA2621151_40	71.622	74	21	0	1	74	4	77	2.07e-37	117.0	gene_57_SAMEA2621151_40	39001	39261	SAMEA2621085_65	SAMEA2619923_17	39001	39261
gene_94_SAMEA2621151_40	gene_72_contig_156409	55.34	206	91	1	45	249	2	207	2.3099999999999998e-79	240.0	gene_72_contig_156409	68397	69269	SAMEA2621085_65	SAMEA2619923_17	68397	69269
gene_28_SAMEA2621085_65	gene_85_SAMEA2621151_40	62.865	377	140	0	8	384	21	397	6.069999999999999e-180	502.0	gene_85_SAMEA2621151_40	92950	94143	SAMEA2621085_65	SAMEA2619923_17	92950	94143
gene_32_SAMEA2621085_65	gene_81_SAMEA2621151_40	54.902	204	55	2	3	206	2	168	4.729999999999999e-67	199.0	gene_81_SAMEA2621151_40	89966	90472	SAMEA2621085_65	SAMEA2619923_17	89966	90472
gene_44_SAMEA2621151_40	gene_71_SAMEA2621085_65	56.17	235	100	2	2	233	80	314	1.1499999999999997e-93	274.0	gene_71_SAMEA2621085_65	79644	80603	SAMEA2621085_65	SAMEA2619923_17	79644	80603
gene_69_SAMEA2621085_65	gene_46_SAMEA2621151_40	52.19	799	362	9	17	796	1	798	0.0	847.0	gene_46_SAMEA2621151_40	27781	30177	SAMEA2621085_65	SAMEA2619923_17	27781	30177
gene_80_SAMEA2621151_40	gene_33_SAMEA2621085_65	53.181000000000004	393	170	6	1432	1815	1357	1744	3.1499999999999994e-118	409.0	gene_33_SAMEA2621085_65	23286	28529	SAMEA2621085_65	SAMEA2619923_17	23286	28529
gene_81_SAMEA2621151_40	gene_32_SAMEA2621085_65	54.902	204	55	2	2	168	3	206	3.859999999999999e-67	199.0	gene_32_SAMEA2621085_65	22504	23124	SAMEA2621085_65	SAMEA2619923_17	22504	23124
gene_85_SAMEA2621151_40	gene_28_SAMEA2621085_65	62.865	377	140	0	21	397	8	384	6.2799999999999985e-180	502.0	gene_28_SAMEA2621085_65	18847	20001	SAMEA2621085_65	SAMEA2619923_17	18847	20001
gene_92_SAMEA2621151_40	gene_21_SAMEA2621085_65	59.523999999999994	84	32	1	1	82	1	84	3.3399999999999996e-32	103.0	gene_21_SAMEA2621085_65	11490	11744	SAMEA2621085_65	SAMEA2619923_17	11490	11744
gene_64_SAMEA2621085_65	gene_59_SAMEA2619923_17	55.505	218	96	1	16	232	2	219	1.7899999999999996e-83	244.0	gene_59_SAMEA2619923_17	73938	74630	SAMEA2621085_65	SAMEA2619923_17	73938	74630
