	start1	end1	start2	end2
1334	1	165	1	165
1335	84	117	1	37
1336	1	50	1	53
1337	1	102	1	112
1338	1	30	1	21
1339	127	160	162	192
1340	1	27	1	22
1341	131	145	299	313
1342	1	119	1	119
1343	1	117	1	116
1344	1	93	1	95
1345	47	71	7	31
1346	1	20	1	20
1347	35	108	1603	1677
1348	81	107	804	834
1349	64	82	256	274
1350	24	68	105	145
1351	7	81	84	172
1352	1	21	1	21
1353	50	92	4	51
1354	1	27	1	33
1355	36	74	105	139
1356	58	96	120	155
1357	92	115	555	576
1358	21	96	28	95
1359	4	33	995	1027
1360	49	95	92	141
1361	1	32	1	32
1362	1	95	4	87
1363	26	79	4	56
1364	1	30	1	30
1365	66	98	138	170
1366	6	22	1	17
1367	2	106	67	164
1368	1	61	1	61
1369	20	59	15	56
1370	10	25	57	72
1371	43	56	79	92
1372	37	59	108	130
1373	2	21	9	28
1374	30	47	96	113
1375	1	58	341	400
1376	18	35	125	142
1377	18	54	21	54
1378	19	49	2	32
1379	1	83	1	83
1380	2	79	3	62
1381	30	81	22	66
1382	2	82	3	68
1383	25	48	43	66
1384	6	31	100	125
1385	9	54	205	250
1386	20	69	100	156
1387	2	18	24	40
1388	44	73	103	132
1389	23	62	5	44
1390	2	40	3	39
1391	55	76	43	64
1392	5	37	69	101
1393	69	82	99	112
1394	1	20	1	27
1395	2	32	3	36
1396	45	79	365	399
1397	1	260	1	260
1398	1	257	1	252
1399	3	257	2	255
1400	3	257	2	250
1401	6	257	6	253
1402	1	255	1	246
1403	9	257	8	253
1404	1	257	24	276
1405	1	256	1	258
1406	1	257	3	257
1407	1	255	1	260
1408	156	215	84	157
1409	149	196	141	188
1410	112	145	53	86
1411	169	205	229	261
1412	149	176	51	78
1413	25	55	360	390
1414	118	143	1422	1447
1415	1	102	1	102
1416	24	102	11	88
1417	3	47	1585	1633
1418	1	51	12	64
1419	3	28	29	56
1420	19	48	222	249
1421	51	83	34	66
1422	3	28	9	36
1423	9	46	7	41
1424	32	53	97	118
1425	32	97	50	138
1426	1	1017	1	1017
1427	653	679	158	184
1428	501	535	1514	1549
1429	91	141	213	260
1430	769	818	254	311
1431	269	331	9	71
1432	491	552	236	299
1433	55	203	50	177
1434	36	157	238	326
1435	617	712	22	122
1436	656	679	160	183
1437	136	258	116	258
1438	1	114	1	114
1439	1	114	1	114
1440	1	114	1	115
1441	10	113	1	104
1442	1	114	1	115
1443	1	114	1	117
1444	1	114	1	115
1445	48	75	73	100
1446	55	94	182	218
1447	35	81	385	429
1448	12	30	17	35
1449	55	81	186	211
1450	1	908	1	908
1451	107	146	7	52
1452	160	186	54	80
1453	799	846	30	80
1454	698	774	171	248
1455	785	832	56	108
1456	212	253	220	257
1457	92	153	511	555
1458	67	122	407	462
1459	1	152	1	152
1460	1	152	11	157
1461	1	152	1	150
1462	2	151	3	146
1463	1	150	1	141
1464	5	148	3	123
1465	84	116	2250	2286
1466	24	50	97	123
1467	81	110	2723	2752
1468	108	140	33	65
1469	93	142	29	69
1470	38	118	1480	1553
1471	88	151	286	340
1472	18	63	1441	1490
1473	35	59	2158	2182
1474	101	140	917	962
1475	1	564	1	564
1476	52	105	800	850
1477	248	313	14	84
1478	334	406	95	164
1479	426	506	467	548
1480	519	555	955	995
1481	440	458	11	29
1482	403	452	256	304
1483	207	258	374	426
1484	1	167	1	167
1485	41	159	312	419
1486	1	36	1	36
1487	54	146	82	175
1488	20	63	43	89
1489	72	133	2	60
1490	33	63	30	60
1491	28	118	52	149
1492	46	98	1341	1394
1493	131	163	7	40
1494	148	162	9	23
1495	17	77	4	78
1496	23	93	7	74
1497	100	142	502	542
1498	24	52	221	249
1499	1	510	1	510
1500	6	418	12	478
1501	319	345	65	92
1502	23	41	3938	3956
1503	203	238	929	964
1504	16	32	8	24
1505	187	217	37	67
1506	441	500	1	70
1507	444	466	53	75
1508	111	133	64	86
1509	278	337	325	392
1510	204	242	99	137
1511	205	242	583	620
1512	1	304	1	304
1513	1	304	1	305
1514	1	304	1	306
1515	1	304	1	297
1516	1	304	1	302
1517	1	304	1	302
1518	1	304	1	299
1519	1	304	1	308
1520	2	304	563	817
1521	2	304	561	816
1522	2	304	553	812
1523	2	304	545	800
1524	2	292	551	783
1525	2	157	516	658
1526	3	154	512	650
1527	1	160	514	660
1528	3	289	558	784
1529	1	155	564	709
1530	1	159	507	652
1531	6	134	563	682
1532	3	157	504	645
1533	1	303	506	737
1534	3	153	543	684
1535	2	153	503	645
1536	3	157	517	658
1537	2	159	550	698
1538	138	165	41	68
1539	128	162	58	94
1540	197	231	13	54
1541	62	94	122	154
1542	138	163	70	95
1543	138	162	67	91
1544	197	261	24	93
1545	151	177	78	102
1546	138	184	69	104
1547	70	131	1	60
1548	152	171	57	74
1549	246	265	505	524
1550	209	229	3320	3340
1551	138	186	69	106
1552	201	245	3	47
1553	1	87	1	87
1554	1	83	3	75
1555	35	51	5	21
1556	1	12	1	12
1557	1	22	1	22
1558	1	17	1	17
1559	1	10	1	10
1560	36	87	19	70
1561	1	25	4	20
1562	1	18	1	18
1563	1	10	1	10
1564	1	66	1	66
1565	1	65	1	65
1566	18	43	409	436
1567	16	43	406	434
1568	9	48	265	305
1569	4	32	319	349
1570	24	38	47	61
1571	24	34	4	14
1572	27	48	42	63
1573	20	33	160	173
1574	7	24	327	344
1575	16	41	73	98
1576	4	50	86	135
1577	45	63	67	85
1578	1	91	1	91
1579	18	85	148	199
1580	60	88	1	29
1581	71	83	49	61
1582	26	37	1222	1233
1583	7	32	60	86
1584	1	364	1	364
1585	2	364	3	359
1586	4	364	6	366
1587	2	364	4	361
1588	5	361	7	367
1589	2	361	4	356
1590	11	362	14	365
1591	14	362	17	370
1592	8	360	100	520
1593	52	249	138	332
1594	259	360	422	520
1595	44	250	133	337
1596	259	360	424	522
1597	44	249	136	339
1598	260	360	428	527
1599	44	257	130	348
1600	258	351	437	527
1601	44	188	139	277
1602	226	360	397	528
1603	44	223	130	327
1604	260	361	460	560
1605	131	242	2114	2220
1606	105	151	2087	2134
1607	93	149	39	97
1608	126	173	821	867
1609	172	236	150	215
1610	1	478	1	478
1611	9	476	9	466
1612	19	476	16	470
1613	7	427	8	419
1614	4	468	3	454
1615	57	437	21	408
1616	18	463	23	459
1617	203	219	2156	2172
1618	361	393	2008	2040
1619	1	74	1	74
1620	1	74	1	74
1621	1	71	1	68
1622	4	74	3	72
1623	14	55	1995	2038
1624	25	51	1702	1732
1625	31	49	927	945
1626	41	65	123	147
1627	26	50	547	571
1628	10	39	24	53
1629	16	47	142	176
1630	1	70	1	70
1631	4	23	22	41
1632	9	40	758	789
1633	53	69	49	65
1634	8	54	231	269
1635	10	53	107	151
1636	11	50	292	331
1637	14	41	340	367
1638	9	35	418	443
1639	38	53	336	351
1640	10	50	372	410
1641	52	69	74	91
1642	2	48	646	692
1643	5	33	102	129
1644	1	201	1	201
1645	35	111	227	318
1646	138	192	112	168
1647	1	57	8	56
1648	112	167	133	189
1649	59	143	90	176
1650	127	159	21	57
1651	1	150	1	150
1652	83	146	336	397
1653	78	138	4	64
1654	69	90	10	31
1655	63	135	285	350
1656	22	83	77	138
1657	75	92	11	28
1658	67	114	182	229
1659	29	61	46	78
1660	31	53	67	89
1661	1	101	1	101
1662	4	21	18	35
1663	45	74	79	108
1664	4	70	4	76
1665	3	93	645	743
1666	18	55	21	58
1667	82	100	35	53
1668	37	79	38	83
1669	4	14	2	12
1670	4	65	2	74
1671	62	89	57	90
1672	63	99	234	270
1673	65	94	106	135
1674	1	39	1	39
1675	1	39	70	108
1676	1	106	1	106
1677	1	106	1	95
1678	1	103	1	86
1679	38	106	61	122
1680	74	104	108	137
1681	74	106	313	343
1682	74	106	266	297
1683	74	88	102	116
1684	74	88	80	94
1685	1	34	1	34
1686	4	67	5361	5431
1687	1	14	1	14
1688	19	44	81	106
1689	1	13	1	13
1690	1	17	4	20
1691	2	41	31	68
1692	1	26	1	23
1693	1	25	1	28
1694	1	25	1	36
1695	74	87	313	326
1696	55	91	21	48
1697	1	11	1	11
1698	43	91	635	684
1699	41	77	379	415
1700	1	38	1	39
1701	1	23	1	23
1702	1	26	1	27
1703	37	72	394	425
1704	2	41	29	66
1705	1	7	1	7
1706	37	69	27	60
1707	45	72	46	73
1708	31	84	166	220
1709	1	99	1	101
1710	1	57	1	57
1711	23	49	24	49
1712	10	51	6	53
1713	4	27	212	234
1714	9	27	214	232
1715	29	54	19	44
1716	15	34	287	306
1717	15	33	1729	1747
1718	6	27	212	233
1719	4	25	203	224
1720	11	27	213	229
1721	9	27	185	203
1722	4	27	208	231
1723	17	34	232	248
1724	30	38	203	211
1725	1	236	1	236
1726	140	199	67	125
1727	145	199	70	123
1728	1	20	146	165
1729	220	232	206	218
1730	20	35	2478	2493
1731	103	137	286	320
1732	14	43	115	144
1733	38	63	159	186
1734	37	61	1	25
1735	1	38	1	38
1736	1	36	1	37
1737	15	37	104	126
1738	1	23	1	23
1739	13	32	3	22
1740	8	34	12	38
1741	23	38	269	284
1742	20	38	727	745
1743	20	38	311	329
1744	23	38	363	378
1745	16	32	10	26
1746	1	25	1	22
1747	7	28	362	384
1748	1	25	1	22
1749	2	18	104	120
1750	1	38	1	44
1751	1	32	1	36
1752	1	20	1	20
1753	30	37	268	275
1754	23	38	363	378
1755	1	24	198	222
1756	1	37	1	36
1757	17	30	241	254
1758	13	37	1	25
1759	18	31	23	36
1760	1	17	1	17
1761	1	34	155	188
1762	9	27	5221	5239
1763	1	108	1	108
1764	15	71	10	65
1765	19	73	18	68
1766	39	75	60	96
1767	5	32	1404	1431
1768	47	71	15	38
1769	5	24	112	131
1770	67	105	92	135
1771	50	82	293	324
1772	1	252	1	252
1773	97	160	118	187
1774	144	237	410	514
1775	97	128	47	78
1776	1	14	1	14
1777	3	13	4	14
1778	11	57	595	641
1779	1	12	1	12
1780	97	135	172	216
1781	1	15	1	15
1782	1	12	1	12
1783	1	12	1	12
1784	97	124	175	202
1785	2	12	37	47
1786	64	90	13	39
1787	221	239	27	46
1788	1	220	1	220
1789	2	219	3	219
1790	2	219	3	219
1791	2	219	3	219
1792	6	219	11	223
1793	13	219	2	207
1794	6	219	5	217
1795	71	219	2	149
1796	2	220	5	224
1797	3	212	4	214
1798	2	215	14	226
1799	19	217	1	199
1800	2	219	14	232
1801	4	218	2	216
1802	16	212	2	198
1803	8	52	37	81
1804	62	202	36	179
1805	8	53	32	77
1806	60	202	29	174
1807	8	50	34	76
1808	1	52	28	81
1809	8	53	32	77
1810	63	201	32	174
1811	8	52	37	81
1812	63	202	37	180
1813	8	52	31	75
1814	67	152	217	301
1815	138	212	135	198
1816	180	217	3	40
1817	202	220	20	38
1818	33	98	469	529
1819	57	73	9	28
1820	8	36	18	43
1821	60	166	293	397
1822	140	215	460	535
1823	99	144	2383	2428
1824	97	158	2142	2195
1825	79	94	206	221
1826	173	217	1	53
1827	1	103	1	103
1828	1	103	1	100
1829	60	80	463	483
1830	64	101	301	336
1831	21	97	3	71
1832	3	55	7	57
1833	1	11	3	13
1834	26	103	184	271
1835	4	29	23	46
1836	44	63	18	37
1837	9	47	270	307
1838	17	103	20	93
1839	68	102	1169	1206
1840	44	64	372	392
1841	1	56	1	60
1842	46	64	39	56
1843	1	58	1	58
1844	2	18	82	98
1845	2	19	77	94
1846	2	19	81	98
1847	2	18	84	100
1848	10	50	163	203
1849	1	34	8	37
1850	2	19	81	98
1851	1	18	87	104
1852	2	18	79	95
1853	1	25	73	99
1854	1	25	81	106
1855	1	19	82	100
1856	1	18	59	76
1857	1	35	82	119
1858	1	18	60	77
1859	1	18	59	76
1860	1	18	59	76
1861	1	19	82	100
1862	24	55	276	306
1863	1	18	59	76
1864	8	55	52	98
1865	10	26	197	213
1866	2	26	266	290
1867	8	52	757	816
1868	1	18	60	77
1869	28	49	1188	1212
1870	1	350	1	350
1871	72	323	2	284
1872	72	263	2	193
1873	73	269	2	193
1874	269	350	2	84
1875	4	79	1	76
1876	276	321	348	393
1877	334	350	326	342
1878	36	78	8	51
1879	40	74	60	94
1880	40	76	15	51
1881	277	313	37	79
1882	261	309	5	51
1883	278	344	25	93
1884	278	321	23	68
1885	47	64	15	32
1886	148	199	18	85
1887	46	64	20	38
1888	46	64	20	38
1889	4	36	1	33
1890	312	336	200	224
1891	47	64	36	53
1892	21	75	116	183
1893	22	67	19	64
1894	1	56	1	56
1895	22	50	181	208
1896	7	37	514	544
1897	7	56	210	263
1898	20	46	261	285
1899	13	36	4641	4664
1900	13	52	228	271
1901	1	63	1	63
1902	3	55	10	62
1903	5	63	17	75
1904	17	63	23	69
1905	1	63	1	57
1906	5	57	14	60
1907	1	42	107	151
1908	7	61	61	120
1909	14	42	145	173
1910	18	42	131	155
1911	1	40	1	40
1912	10	34	185	209
1913	10	34	187	211
1914	15	33	623	641
1915	12	38	2333	2359
1916	17	39	62	81
1917	19	35	60	76
1918	1	19	27	46
1919	9	26	1246	1264
1920	12	36	63	87
1921	8	21	108	121
1922	22	37	2083	2098
1923	12	40	1972	2000
1924	12	33	1111	1131
1925	3	35	98	126
1926	15	39	160	184
1927	10	18	342	350
1928	19	32	32	45
1929	1	78	1	78
1930	11	61	132	182
1931	6	49	60	103
1932	21	73	870	918
1933	11	59	257	303
1934	1	37	72	107
1935	8	39	132	163
1936	9	66	133	189
1937	12	38	436	463
1938	4	77	670	738
1939	28	59	320	351
1940	25	68	56	99
1941	3	50	12	56
1942	28	43	212	227
1943	1	82	1	82
1944	43	81	414	461
1945	35	55	2	20
1946	40	69	4681	4708
1947	53	72	389	408
1948	34	67	486	519
1949	29	58	100	127
1950	1	402	1	402
1951	10	279	88	358
1952	28	270	112	358
1953	1	117	96	211
1954	15	113	113	201
1955	4	172	81	263
1956	7	157	98	261
1957	60	114	161	217
1958	331	375	5144	5188
1959	63	94	16	42
1960	273	341	794	858
1961	240	394	141	290
1962	240	275	10	45
1963	1	140	1	140
1964	1	140	2	150
1965	7	140	6	135
1966	6	140	6	138
1967	9	140	6	150
1968	6	133	6	135
1969	24	132	20	131
1970	50	80	675	702
1971	100	132	912	947
1972	96	123	4	31
1973	90	113	23	46
1974	114	134	740	760
1975	114	134	38	58
1976	1	126	1	126
1977	3	126	17	139
1978	3	125	8	120
1979	3	126	2	122
1980	3	120	2	113
1981	1	126	1	113
1982	3	94	1	91
1983	3	118	1	113
1984	21	39	17	35
1985	7	97	18	116
1986	25	52	307	344
1987	8	35	36	63
1988	77	106	113	154
1989	17	49	57	89
1990	74	120	136	182
1991	1	137	1	137
1992	16	133	19	136
1993	4	134	5	130
1994	40	131	43	142
1995	20	131	24	130
1996	20	131	24	132
1997	20	131	21	142
1998	1	82	1	82
1999	4	75	1	72
2000	4	81	1	80
2001	4	82	1	80
2002	1	79	1	79
2003	3	80	2	82
2004	8	80	2	74
2005	10	81	4	74
2006	15	81	22	106
2007	10	80	365	428
2008	24	77	34	106
2009	25	47	35	57
2010	2	44	182	222
2011	36	79	373	413
2012	25	55	33	63
2013	1	47	1	61
2014	25	47	36	58
2015	44	77	268	300
2016	34	77	427	467
2017	7	52	73	120
2018	1	62	94	160
2019	9	80	353	417
2020	63	81	352	370
2021	36	52	249	265
2022	62	73	14	25
2023	13	31	438	456
2024	5	35	241	270
2025	1	1151	1	1151
2026	3	702	2	711
2027	3	393	24	411
2028	1076	1140	853	918
2029	4	390	22	406
2030	4	617	29	626
2031	1048	1136	898	995
2032	4	411	3	392
2033	1014	1151	1076	1213
2034	4	393	27	422
2035	1078	1138	869	930
2036	859	1009	4	134
2037	977	1025	162	210
2038	808	875	36	104
2039	704	733	3	32
2040	957	1014	41	98
2041	814	899	154	237
2042	536	591	592	647
2043	1	55	1	55
2044	6	54	7	56
2045	1	10	9	18
2046	4	29	1635	1660
2047	21	49	511	539
2048	39	51	757	769
2049	5	17	255	267
2050	1	19	28	48
2051	1	33	1	33
2052	1	32	24	58
2053	5	19	135	149
2054	7	31	1	25
2055	12	33	244	264
2056	1	13	47	59
2057	11	26	44	59
2058	3	28	1497	1521
2059	16	26	994	1004
2060	1	39	1	39
2061	4	28	6	34
2062	8	39	269	300
2063	3	22	736	755
2064	14	31	41	58
2065	2	34	55	87
2066	2	16	67	81
2067	9	19	743	753
2068	1	365	1	365
2069	1	365	1	370
2070	1	364	1	356
2071	1	364	1	367
2072	14	365	11	362
2073	14	365	13	364
2074	1	365	1	359
2075	17	365	15	357
2076	55	354	141	513
2077	48	354	131	511
2078	265	361	422	518
2079	55	250	138	331
2080	265	354	438	527
2081	47	129	130	210
2082	265	354	461	550
2083	47	131	130	212
2084	265	354	430	519
2085	47	248	139	338
2086	265	354	429	518
2087	29	248	113	335
2088	226	276	2173	2224
2089	11	88	260	343
2090	126	148	218	240
2091	229	281	20	76
2092	1	281	1	281
2093	1	267	1	266
2094	1	258	1	242
2095	210	232	4381	4403
2096	217	237	2	22
2097	231	245	80	94
2098	148	192	58	104
2099	125	161	156	180
2100	183	218	89	124
2101	7	58	1787	1835
2102	15	30	84	99
2103	1	471	1	471
2104	2	470	3	473
2105	11	470	1	462
2106	1	471	1	470
2107	1	471	6	477
2108	1	471	6	478
2109	1	471	7	479
2110	90	471	1	384
2111	3	449	8	459
2112	3	466	11	490
2113	3	452	10	474
2114	3	448	8	468
2115	2	466	8	488
2116	2	448	8	469
2117	2	448	9	470
2118	2	465	5	475
2119	4	462	1	479
2120	1	433	1	453
2121	12	433	4	445
2122	7	433	8	451
2123	1	465	1	492
2124	69	433	9	384
2125	7	62	13	68
2126	232	274	620	660
2127	78	144	57	127
2128	295	330	1	35
2129	1	210	1	210
2130	1	210	3	209
2131	1	207	1	201
2132	1	207	1	191
2133	1	208	1	183
2134	1	208	2	178
2135	1	210	5	177
2136	1	208	2	166
2137	39	210	27	145
2138	37	203	28	143
2139	15	210	5	147
2140	72	210	34	148
2141	97	140	2405	2449
2142	42	83	141	180
2143	95	125	23	53
2144	21	41	4	24
2145	18	89	141	206
2146	56	84	58	92
2147	5	34	185	215
2148	1	674	1	674
2149	517	610	121	214
2150	506	618	174	275
2151	527	610	217	300
2152	501	610	243	340
2153	526	611	916	1000
2154	140	217	448	527
2155	243	305	447	499
2156	605	665	574	634
2157	609	631	757	779
2158	508	549	2409	2450
2159	145	191	307	353
2160	511	548	2	40
2161	93	139	64	109
2162	176	290	1187	1282
2163	536	568	193	220
2164	178	207	299	328
2165	199	337	776	897
2166	1	305	1	305
2167	171	305	89	219
2168	207	300	906	999
2169	209	222	219	232
2170	209	303	176	270
2171	209	305	250	345
2172	205	224	174	193
2173	217	300	527	610
2174	1	37	1	35
2175	168	223	145	202
2176	210	223	475	488
2177	155	223	146	206
2178	213	236	2	25
2179	1	27	663	689
2180	1	11	1	11
2181	1	11	1	11
2182	8	55	131	178
2183	67	102	37	75
2184	2	33	6	35
2185	178	212	404	438
2186	212	234	266	288
2187	209	224	130	145
2188	151	224	230	290
2189	1	14	1	14
2190	193	224	43	73
2191	6	37	8	37
2192	222	263	157	194
2193	1	231	1	231
2194	1	230	1	224
2195	1	230	1	223
2196	2	230	1	227
2197	2	229	4	224
2198	2	226	4	226
2199	2	229	4	224
2200	4	229	5	230
2201	2	229	4	230
2202	1	230	1	228
2203	2	229	3	229
2204	2	231	3	231
2205	4	226	7	215
2206	2	231	6	227
2207	2	226	1	216
2208	2	229	6	224
2209	2	229	4	224
2210	2	229	6	224
2211	1	210	1	220
2212	1	219	1	225
2213	11	230	1	212
2214	1	220	1	232
2215	161	220	167	230
2216	1	85	5	94
2217	44	130	128	229
2218	67	110	120	168
2219	85	101	23	39
2220	18	130	22	126
2221	23	130	27	126
2222	76	107	10	46
2223	39	68	56	85
2224	16	84	1137	1204
2225	125	171	60	109
2226	1	63	1	63
2227	1	62	1	67
2228	29	57	10	35
2229	28	47	36	54
2230	16	58	352	394
2231	16	47	130	163
2232	9	59	41	79
2233	3	19	660	676
2234	28	63	561	596
2235	28	46	108	126
2236	1	35	48	84
2237	26	50	139	160
2238	31	56	1706	1728
2239	49	62	237	250
2240	24	63	71	109
2241	24	50	136	159
2242	38	56	1674	1692
2243	17	54	146	185
2244	33	50	142	159
2245	1	112	1	112
2246	24	106	23	102
2247	56	106	65	112
2248	35	105	42	110
2249	51	110	1311	1366
2250	65	110	3	48
2251	6	53	264	312
2252	4	52	182	231
2253	13	52	320	358
2254	45	111	778	853
2255	1	397	1	397
2256	60	397	62	370
2257	46	266	41	263
2258	32	231	31	239
2259	54	226	46	213
2260	96	211	1	117
2261	131	245	116	240
2262	35	203	15	190
2263	324	371	2054	2098
2264	74	122	239	289
2265	242	320	1266	1338
2266	95	139	122	168
2267	135	273	36	163
2268	104	128	736	760
2269	56	124	82	151
2270	81	124	114	159
2271	300	359	490	543
2272	203	239	619	653
2273	1	53	1	53
2274	2	27	39	65
2275	12	29	162	179
2276	5	31	1	27
2277	35	44	55	64
2278	35	47	1433	1445
2279	14	29	161	176
2280	10	42	567	608
2281	27	42	87	102
2282	1	101	1	101
2283	1	56	10	66
2284	1	87	10	99
2285	1	26	10	39
2286	53	88	49	84
2287	38	74	1106	1144
2288	70	96	277	303
2289	21	59	261	299
2290	57	90	62	89
2291	4	65	230	292
2292	1	408	1	408
2293	14	399	14	396
2294	275	317	76	124
2295	44	66	156	178
2296	1	45	341	400
2297	90	115	151	176
2298	306	336	198	233
2299	176	209	101	135
2300	227	274	16	59
2301	275	317	76	123
2302	227	250	8	31
2303	1	404	1	404
2304	1	403	4	404
2305	6	403	4	391
2306	5	401	4	398
2307	7	395	27	416
2308	7	402	5	403
2309	8	403	29	427
2310	5	369	24	379
2311	5	224	9	210
2312	181	376	173	375
2313	281	311	72	101
2314	176	206	166	196
2315	289	389	305	409
2316	313	369	318	376
2317	176	207	174	205
2318	319	369	312	365
2319	94	120	42	68
2320	278	336	22	76
2321	8	64	215	271
2322	108	159	49	93
2323	142	161	135	154
2324	98	121	128	151
2325	62	104	29	71
2326	1	123	1	123
2327	1	94	1	93
2328	1	88	5	88
2329	1	85	1	69
2330	25	86	1	63
2331	1	90	3	91
2332	1	18	1	18
2333	24	57	391	424
2334	8	76	31	99
2335	83	121	8	45
2336	82	123	91	129
2337	1	69	1	69
2338	2	69	1	68
2339	2	67	1	66
2340	2	67	1	66
2341	2	68	7	73
2342	1	67	1	67
2343	3	67	1	65
2344	5	67	3	65
2345	8	67	1	60
2346	5	67	12	75
2347	3	67	1	66
2348	19	66	346	393
2349	24	47	282	305
2350	2	42	1	47
2351	7	46	99	138
2352	54	66	303	315
2353	31	68	2043	2080
2354	21	68	198	245
2355	20	33	119	132
2356	14	33	298	317
2357	1	343	1	343
2358	100	136	72	116
2359	239	284	99	150
2360	52	72	115	140
2361	71	156	79	161
2362	145	199	163	217
2363	1	310	1	310
2364	1	310	1	356
2365	46	206	459	619
2366	215	303	51	138
2367	1	43	2	44
2368	1	193	1	178
2369	192	307	239	353
2370	205	303	26	116
2371	212	303	54	144
2372	1	37	1	37
2373	2	26	203	227
2374	219	294	41	118
2375	237	297	26	88
2376	226	296	25	100
2377	269	297	77	106
2378	269	297	66	95
2379	253	301	3	47
2380	65	125	1773	1832
2381	202	233	60	93
2382	130	165	588	626
2383	133	167	28	62
2384	247	263	353	369
2385	54	86	29	60
2386	34	59	459	484
2387	135	163	1532	1565
2388	1	52	1	52
2389	5	38	4	44
2390	3	13	1	11
2391	3	40	1	46
2392	5	31	382	408
2393	17	48	120	152
2394	13	34	51	72
2395	18	34	46	62
2396	3	23	4	24
2397	11	34	34	57
2398	8	34	26	65
2399	27	42	1590	1605
2400	8	23	324	339
2401	13	39	236	262
2402	21	34	55	68
2403	16	31	1542	1557
2404	2	37	1109	1158
2405	18	34	48	66
2406	5	27	147	169
2407	3	17	1	15
2408	3	12	1	10
2409	8	43	40	75
2410	1	16	1	16
2411	21	47	2398	2442
2412	18	30	59	71
2413	3	23	298	318
2414	5	20	2448	2463
2415	26	49	100	123
2416	1	288	1	288
2417	1	287	5	292
2418	1	287	6	296
2419	1	288	19	306
2420	1	287	1	287
2421	1	288	1	288
2422	3	288	10	296
2423	3	286	2	277
2424	3	288	7	285
2425	4	283	8	279
2426	3	288	7	289
2427	4	282	17	295
2428	5	280	13	301
2429	2	281	29	314
2430	5	281	39	334
2431	6	281	27	313
2432	2	285	9	301
2433	21	240	43	259
2434	5	279	34	329
2435	15	279	16	268
2436	13	279	9	284
2437	19	210	19	189
2438	13	204	6	185
2439	15	279	19	274
2440	12	281	12	273
2441	159	201	72	115
2442	80	131	145	195
2443	193	230	6	47
2444	142	186	731	775
2445	53	94	86	120
2446	245	278	140	175
2447	118	162	31	68
2448	83	124	28	65
2449	172	219	10	59
2450	250	279	766	797
2451	159	183	1168	1198
2452	227	256	196	222
2453	1	255	1	255
2454	11	23	2	14
2455	193	241	536	589
2456	127	168	529	569
2457	143	242	127	239
2458	173	201	600	626
2459	13	31	1	19
2460	13	21	1	9
2461	13	28	1	16
2462	47	68	1	22
2463	1	51	1	51
2464	2	45	11	54
2465	19	40	5619	5640
2466	20	40	3104	3132
2467	13	29	216	232
2468	14	47	487	521
2469	3	42	329	368
2470	3	19	443	460
2471	33	46	73	85
2472	17	48	622	650
2473	36	50	3168	3182
2474	30	49	559	578
2475	4	30	26	52
2476	6	30	115	139
2477	32	38	49	55
2478	21	38	12	29
2479	1	104	1	104
2480	11	41	357	393
2481	19	68	5251	5300
2482	1	21	1	20
2483	1	23	1	23
2484	1	40	1	25
2485	50	84	71	105
2486	3	14	17	28
2487	39	76	169	208
2488	40	53	12	25
2489	1	75	4	83
2490	36	80	236	281
2491	1	32	1	37
2492	3	63	2	65
2493	1	12	1	12
2494	1	548	1	548
2495	3	548	4	550
2496	3	548	4	552
2497	1	547	23	575
2498	9	548	7	547
2499	6	548	4	546
2500	1	546	1	543
2501	6	547	4	539
2502	14	468	23	479
2503	14	461	21	474
2504	25	531	3	515
2505	11	458	19	472
2506	14	458	21	470
2507	5	458	8	467
2508	1	463	1	477
2509	45	111	4	66
