,Station,LONGITUDE,LATITUDE,Depth,Protocol Label,Fraction,RUN,Region,ENA-SAMPLE,genome_name,genome_group,variable,val
1408,Eilat_RNA_12,,,5.0,Na,RNA,ER12,RS,Eilat_A_12,"gi|71082709|ref|NC_007205.1| Candidatus Pelagibacter ubique HTCC1062, complete genome",SAR11,n_count,12.2270118548
1420,Eilat_RNA_12,,,5.0,Na,RNA,ER12,RS,Eilat_A_12,"gi|124024712|ref|NC_008819.1| Prochlorococcus marinus_NATL1A, complete genome",Prochlorococcus,n_count,12.4215840266
1423,Eilat_RNA_12,,,5.0,Na,RNA,ER12,RS,Eilat_A_12,gi|33860560|ref|NC_005072.1| Prochlorococcus marinus MED4 complete genome,Prochlorococcus,n_count,19.5636068848
1426,Eilat_RNA_12,,,5.0,Na,RNA,ER12,RS,Eilat_A_12,"gi|560891698|ref|NZ_KI421440.1| Candidatus Pelagibacter ubique HTCC8051 genomic scaffold HTC8051_Contig1.1, whole genome shotgun sequence",SAR11,n_count,30.2969831562
1438,Eilat_RNA_12,,,5.0,Na,RNA,ER12,RS,Eilat_A_12,"gi|657651831|ref|NZ_JNIU01000001.1| Candidatus Pelagibacter ubique HTCC7217 P773DRAFT_scaffold00001.1_C, whole genome shotgun sequence",SAR11,n_count,26.40470484
1447,Eilat_RNA_12,,,5.0,Na,RNA,ER12,RS,Eilat_A_12,"gi|162958048|ref|NC_007335.2| Prochlorococcus marinus_NATL2A, complete genome",Prochlorococcus,n_count,14.0296254579
1449,Eilat_RNA_12,,,5.0,Na,RNA,ER12,RS,Eilat_A_12,"gi|211594022|ref|NZ_CH724130.1| Candidatus Pelagibacter ubique HTCC1002 scf_1099314759170 genomic scaffold, whole genome shotgun sequence",SAR11,n_count,10.3832678026
1459,Eilat_RNA_12,,,5.0,Na,RNA,ER12,RS,Eilat_A_12,"gi|78211558|ref|NC_007516.1| Synechococcus sp. CC9605, complete genome",Synechococcus,n_count,6.37102928573
1464,Eilat_RNA_12,,,5.0,Na,RNA,ER12,RS,Eilat_A_12,"gi|902974237|ref|NZ_LN847356.1| Synechococcus sp. WH 8103 genome assembly WH8103.1, chromosome : 1",Synechococcus,n_count,7.56183031839
1473,Eilat_RNA_12,,,5.0,Na,RNA,ER12,RS,Eilat_A_12,gi|148241099|ref|NC_009482.1| Synechococcus sp. RCC307 genomic DNA sequence,Synechococcus,n_count,8.72847880403
1493,Eilat_RNA_12,,,5.0,Na,RNA,ER12,RS,Eilat_A_12,"gi|657650469|ref|NZ_KL370779.1| Candidatus Pelagibacter ubique HTCC7214 genomic scaffold P769DRAFT_scaffold00001.1, whole genome shotgun sequence",SAR11,n_count,55.1699402593
1527,Eilat_RNA_12,,,5.0,Na,RNA,ER12,RS,Eilat_A_12,"gi|123965234|ref|NC_008817.1| Prochlorococcus marinus_MIT 9515, complete genome",Prochlorococcus,n_count,26.4095723713
1540,Eilat_RNA_12,,,5.0,Na,RNA,ER12,RS,Eilat_A_12,gi|33239452|ref|NC_005042.1| Prochlorococcus marinus subsp. marinus_CCMP1375 complete genome,Prochlorococcus,n_count,220.893932451
1548,Eilat_RNA_18,,,5.0,Na,RNA,ER18,RS,Eilat_A_18,"gi|157412338|ref|NC_009840.1| Prochlorococcus marinus_MIT 9215, complete genome",Prochlorococcus,n_count,20.3832416542
1552,Eilat_RNA_18,,,5.0,Na,RNA,ER18,RS,Eilat_A_18,"gi|113952711|ref|NC_008319.1| Synechococcus sp. CC9311, complete genome",Synechococcus,n_count,35.1250653873
1582,Eilat_RNA_18,,,5.0,Na,RNA,ER18,RS,Eilat_A_18,"gi|564614004|ref|NZ_AZAL01000001.1| Candidatus Pelagibacter ubique HIMB083 Pelub83DRAFT_scaffold_0.1_C, whole genome shotgun sequence",SAR11,n_count,16.4415378119
1588,Eilat_RNA_18,,,5.0,Na,RNA,ER18,RS,Eilat_A_18,"gi|657651831|ref|NZ_JNIU01000001.1| Candidatus Pelagibacter ubique HTCC7217 P773DRAFT_scaffold00001.1_C, whole genome shotgun sequence",SAR11,n_count,21.2383799835
1593,Eilat_RNA_18,,,5.0,Na,RNA,ER18,RS,Eilat_A_18,"gi|78183584|ref|NC_007513.1| Synechococcus sp. CC9902, complete genome",Synechococcus,n_count,40.5186682108
1607,Eilat_RNA_18,,,5.0,Na,RNA,ER18,RS,Eilat_A_18,"gi|123967536|ref|NC_008816.1| Prochlorococcus marinus_AS9601, complete genome",Prochlorococcus,n_count,24.0829180895
1609,Eilat_RNA_18,,,5.0,Na,RNA,ER18,RS,Eilat_A_18,gi|33860560|ref|NC_005072.1| Prochlorococcus marinus MED4 complete genome,Prochlorococcus,n_count,23.0957157589
1617,Eilat_RNA_18,,,5.0,Na,RNA,ER18,RS,Eilat_A_18,"gi|71082709|ref|NC_007205.1| Candidatus Pelagibacter ubique HTCC1062, complete genome",SAR11,n_count,76.2017888197
1623,Eilat_RNA_18,,,5.0,Na,RNA,ER18,RS,Eilat_A_18,gi|33239452|ref|NC_005042.1| Prochlorococcus marinus subsp. marinus_CCMP1375 complete genome,Prochlorococcus,n_count,27.3921341425
1630,Eilat_RNA_18,,,5.0,Na,RNA,ER18,RS,Eilat_A_18,"gi|657650469|ref|NZ_KL370779.1| Candidatus Pelagibacter ubique HTCC7214 genomic scaffold P769DRAFT_scaffold00001.1, whole genome shotgun sequence",SAR11,n_count,17.9271864306
1636,Eilat_RNA_18,,,5.0,Na,RNA,ER18,RS,Eilat_A_18,gi|159887716|gb|CP000878.1| Prochlorococcus marinus_MIT 9211 genome,Prochlorococcus,n_count,28.2266984639
1650,Eilat_RNA_18,,,5.0,Na,RNA,ER18,RS,Eilat_A_18,"gi|162958048|ref|NC_007335.2| Prochlorococcus marinus_NATL2A, complete genome",Prochlorococcus,n_count,17.4327296372
1679,Eilat_RNA_18,,,5.0,Na,RNA,ER18,RS,Eilat_A_18,gi|33864539|ref|NC_005070.1| Synechococcus sp. WH 8102 complete genome,Synechococcus,n_count,40.2720780182
1687,Eilat_RNA_18,,,5.0,Na,RNA,ER18,RS,Eilat_A_18,"gi|123965234|ref|NC_008817.1| Prochlorococcus marinus_MIT 9515, complete genome",Prochlorococcus,n_count,26.3387732037
1691,Eilat_RNA_18,,,5.0,Na,RNA,ER18,RS,Eilat_A_18,"gi|124021714|ref|NC_008820.1| Prochlorococcus marinus_MIT 9303, complete genome",Prochlorococcus,n_count,23.936870149
1702,Eilat_RNA_18,,,5.0,Na,RNA,ER18,RS,Eilat_A_18,gi|33862273|ref|NC_005071.1| Prochlorococcus marinus MIT9313 complete genome,Prochlorococcus,n_count,23.3796276304
1718,Eilat_RNA_18,,,5.0,Na,RNA,ER18,RS,Eilat_A_18,gi|148238336|ref|NC_009481.1| Synechococcus WH7803 complete genome sequence,Synechococcus,n_count,28.7407874555
1738,Eilat_RNA_18,,,5.0,Na,RNA,ER18,RS,Eilat_A_18,"gi|560891698|ref|NZ_KI421440.1| Candidatus Pelagibacter ubique HTCC8051 genomic scaffold HTC8051_Contig1.1, whole genome shotgun sequence",SAR11,n_count,19.6571783429
1769,Eilat_RNA_18,,,5.0,Na,RNA,ER18,RS,Eilat_A_18,"gi|902974237|ref|NZ_LN847356.1| Synechococcus sp. WH 8103 genome assembly WH8103.1, chromosome : 1",Synechococcus,n_count,41.8177294146
1771,Eilat_RNA_18,,,5.0,Na,RNA,ER18,RS,Eilat_A_18,"gi|124024712|ref|NC_008819.1| Prochlorococcus marinus_NATL1A, complete genome",Prochlorococcus,n_count,15.4309949992
1777,Eilat_RNA_18,,,5.0,Na,RNA,ER18,RS,Eilat_A_18,"gi|211594022|ref|NZ_CH724130.1| Candidatus Pelagibacter ubique HTCC1002 scf_1099314759170 genomic scaffold, whole genome shotgun sequence",SAR11,n_count,80.0609647187
1785,Eilat_RNA_18,,,5.0,Na,RNA,ER18,RS,Eilat_A_18,"gi|78211558|ref|NC_007516.1| Synechococcus sp. CC9605, complete genome",Synechococcus,n_count,32.238073457
1794,Eilat_RNA_18,,,5.0,Na,RNA,ER18,RS,Eilat_A_18,gi|148241099|ref|NC_009482.1| Synechococcus sp. RCC307 genomic DNA sequence,Synechococcus,n_count,221.01082575
1803,Eilat_RNA_24,,,5.0,Na,RNA,ER24,RS,Eilat_A_24,"gi|124024712|ref|NC_008819.1| Prochlorococcus marinus_NATL1A, complete genome",Prochlorococcus,n_count,108.778387304
1804,Eilat_RNA_24,,,5.0,Na,RNA,ER24,RS,Eilat_A_24,gi|148241099|ref|NC_009482.1| Synechococcus sp. RCC307 genomic DNA sequence,Synechococcus,n_count,3.90018467876
1814,Eilat_RNA_24,,,5.0,Na,RNA,ER24,RS,Eilat_A_24,gi|148238336|ref|NC_009481.1| Synechococcus WH7803 complete genome sequence,Synechococcus,n_count,7.95922417863
1819,Eilat_RNA_24,,,5.0,Na,RNA,ER24,RS,Eilat_A_24,"gi|71082709|ref|NC_007205.1| Candidatus Pelagibacter ubique HTCC1062, complete genome",SAR11,n_count,7.46726600586
1828,Eilat_RNA_24,,,5.0,Na,RNA,ER24,RS,Eilat_A_24,"gi|157412338|ref|NC_009840.1| Prochlorococcus marinus_MIT 9215, complete genome",Prochlorococcus,n_count,27.9676159797
1830,Eilat_RNA_24,,,5.0,Na,RNA,ER24,RS,Eilat_A_24,gi|159887716|gb|CP000878.1| Prochlorococcus marinus_MIT 9211 genome,Prochlorococcus,n_count,13.2873295791
1837,Eilat_RNA_24,,,5.0,Na,RNA,ER24,RS,Eilat_A_24,"gi|78211558|ref|NC_007516.1| Synechococcus sp. CC9605, complete genome",Synechococcus,n_count,4.06592161516
1839,Eilat_RNA_24,,,5.0,Na,RNA,ER24,RS,Eilat_A_24,gi|33864539|ref|NC_005070.1| Synechococcus sp. WH 8102 complete genome,Synechococcus,n_count,5.55476301578
1843,Eilat_RNA_24,,,5.0,Na,RNA,ER24,RS,Eilat_A_24,gi|33239452|ref|NC_005042.1| Prochlorococcus marinus subsp. marinus_CCMP1375 complete genome,Prochlorococcus,n_count,16.5032624612
1850,Eilat_RNA_24,,,5.0,Na,RNA,ER24,RS,Eilat_A_24,"gi|123965234|ref|NC_008817.1| Prochlorococcus marinus_MIT 9515, complete genome",Prochlorococcus,n_count,33.4596522197
1856,Eilat_RNA_24,,,5.0,Na,RNA,ER24,RS,Eilat_A_24,"gi|560891698|ref|NZ_KI421440.1| Candidatus Pelagibacter ubique HTCC8051 genomic scaffold HTC8051_Contig1.1, whole genome shotgun sequence",SAR11,n_count,17.7513985331
1898,Eilat_RNA_24,,,5.0,Na,RNA,ER24,RS,Eilat_A_24,"gi|657651831|ref|NZ_JNIU01000001.1| Candidatus Pelagibacter ubique HTCC7217 P773DRAFT_scaffold00001.1_C, whole genome shotgun sequence",SAR11,n_count,16.2139462905
1902,Eilat_RNA_24,,,5.0,Na,RNA,ER24,RS,Eilat_A_24,"gi|113952711|ref|NC_008319.1| Synechococcus sp. CC9311, complete genome",Synechococcus,n_count,3.52871055995
1904,Eilat_RNA_24,,,5.0,Na,RNA,ER24,RS,Eilat_A_24,"gi|78183584|ref|NC_007513.1| Synechococcus sp. CC9902, complete genome",Synechococcus,n_count,5.40047917853
1906,Eilat_RNA_24,,,5.0,Na,RNA,ER24,RS,Eilat_A_24,"gi|123967536|ref|NC_008816.1| Prochlorococcus marinus_AS9601, complete genome",Prochlorococcus,n_count,35.0660226204
1913,Eilat_RNA_24,,,5.0,Na,RNA,ER24,RS,Eilat_A_24,"gi|902974237|ref|NZ_LN847356.1| Synechococcus sp. WH 8103 genome assembly WH8103.1, chromosome : 1",Synechococcus,n_count,5.68829375347
1933,Eilat_RNA_24,,,5.0,Na,RNA,ER24,RS,Eilat_A_24,"gi|211594022|ref|NZ_CH724130.1| Candidatus Pelagibacter ubique HTCC1002 scf_1099314759170 genomic scaffold, whole genome shotgun sequence",SAR11,n_count,7.87299592031
1957,Eilat_RNA_24,,,5.0,Na,RNA,ER24,RS,Eilat_A_24,gi|33860560|ref|NC_005072.1| Prochlorococcus marinus MED4 complete genome,Prochlorococcus,n_count,41.5708797712
1959,Eilat_RNA_24,,,5.0,Na,RNA,ER24,RS,Eilat_A_24,gi|33862273|ref|NC_005071.1| Prochlorococcus marinus MIT9313 complete genome,Prochlorococcus,n_count,9.0516288613
1965,Eilat_RNA_24,,,5.0,Na,RNA,ER24,RS,Eilat_A_24,"gi|657650469|ref|NZ_KL370779.1| Candidatus Pelagibacter ubique HTCC7214 genomic scaffold P769DRAFT_scaffold00001.1, whole genome shotgun sequence",SAR11,n_count,13.5556552729
1988,Eilat_RNA_24,,,5.0,Na,RNA,ER24,RS,Eilat_A_24,"gi|124021714|ref|NC_008820.1| Prochlorococcus marinus_MIT 9303, complete genome",Prochlorococcus,n_count,7.41564899932
1995,Eilat_RNA_24,,,5.0,Na,RNA,ER24,RS,Eilat_A_24,"gi|564614004|ref|NZ_AZAL01000001.1| Candidatus Pelagibacter ubique HIMB083 Pelub83DRAFT_scaffold_0.1_C, whole genome shotgun sequence",SAR11,n_count,44.358550526
2005,Eilat_RNA_24,,,5.0,Na,RNA,ER24,RS,Eilat_A_24,"gi|162958048|ref|NC_007335.2| Prochlorococcus marinus_NATL2A, complete genome",Prochlorococcus,n_count,233.673537559
2058,Eilat_vDNA_6,,,5.0,Na,VIRUS,EV06,RS,Eilat_A_6,"gi|564614004|ref|NZ_AZAL01000001.1| Candidatus Pelagibacter ubique HIMB083 Pelub83DRAFT_scaffold_0.1_C, whole genome shotgun sequence",SAR11,n_count,0.042976336996
2068,Eilat_vDNA_6,,,5.0,Na,VIRUS,EV06,RS,Eilat_A_6,gi|33239452|ref|NC_005042.1| Prochlorococcus marinus subsp. marinus_CCMP1375 complete genome,Prochlorococcus,n_count,0.0211697814521
2077,Eilat_vDNA_6,,,5.0,Na,VIRUS,EV06,RS,Eilat_A_6,"gi|657651831|ref|NZ_JNIU01000001.1| Candidatus Pelagibacter ubique HTCC7217 P773DRAFT_scaffold00001.1_C, whole genome shotgun sequence",SAR11,n_count,0.0110462571105
2087,Eilat_vDNA_6,,,5.0,Na,VIRUS,EV06,RS,Eilat_A_6,"gi|162958048|ref|NC_007335.2| Prochlorococcus marinus_NATL2A, complete genome",Prochlorococcus,n_count,0.00852242341766
2091,Eilat_vDNA_6,,,5.0,Na,VIRUS,EV06,RS,Eilat_A_6,"gi|124021714|ref|NC_008820.1| Prochlorococcus marinus_MIT 9303, complete genome",Prochlorococcus,n_count,0.0132849524121
2099,Eilat_vDNA_6,,,5.0,Na,VIRUS,EV06,RS,Eilat_A_6,"gi|657650469|ref|NZ_KL370779.1| Candidatus Pelagibacter ubique HTCC7214 genomic scaffold P769DRAFT_scaffold00001.1, whole genome shotgun sequence",SAR11,n_count,0.0135976452577
2100,Eilat_vDNA_6,,,5.0,Na,VIRUS,EV06,RS,Eilat_A_6,gi|33860560|ref|NC_005072.1| Prochlorococcus marinus MED4 complete genome,Prochlorococcus,n_count,0.0135915453573
2103,Eilat_vDNA_6,,,5.0,Na,VIRUS,EV06,RS,Eilat_A_6,"gi|902974237|ref|NZ_LN847356.1| Synechococcus sp. WH 8103 genome assembly WH8103.1, chromosome : 1",Synechococcus,n_count,0.0228588758324
2111,Eilat_vDNA_6,,,5.0,Na,VIRUS,EV06,RS,Eilat_A_6,gi|148238336|ref|NC_009481.1| Synechococcus WH7803 complete genome sequence,Synechococcus,n_count,0.0336717923032
2116,Eilat_vDNA_6,,,5.0,Na,VIRUS,EV06,RS,Eilat_A_6,"gi|71082709|ref|NC_007205.1| Candidatus Pelagibacter ubique HTCC1062, complete genome",SAR11,n_count,0.00705628591601
2121,Eilat_vDNA_6,,,5.0,Na,VIRUS,EV06,RS,Eilat_A_6,gi|148241099|ref|NC_009482.1| Synechococcus sp. RCC307 genomic DNA sequence,Synechococcus,n_count,0.0215135505936
2123,Eilat_vDNA_6,,,5.0,Na,VIRUS,EV06,RS,Eilat_A_6,"gi|124024712|ref|NC_008819.1| Prochlorococcus marinus_NATL1A, complete genome",Prochlorococcus,n_count,0.0086319023598
2183,Eilat_vDNA_6,,,5.0,Na,VIRUS,EV06,RS,Eilat_A_6,"gi|78183584|ref|NC_007513.1| Synechococcus sp. CC9902, complete genome",Synechococcus,n_count,0.0252594056735
2193,Eilat_vDNA_6,,,5.0,Na,VIRUS,EV06,RS,Eilat_A_6,"gi|211594022|ref|NZ_CH724130.1| Candidatus Pelagibacter ubique HTCC1002 scf_1099314759170 genomic scaffold, whole genome shotgun sequence",SAR11,n_count,0.00881701034464
2198,Eilat_vDNA_6,,,5.0,Na,VIRUS,EV06,RS,Eilat_A_6,"gi|78211558|ref|NC_007516.1| Synechococcus sp. CC9605, complete genome",Synechococcus,n_count,0.0328327866202
2205,Eilat_vDNA_6,,,5.0,Na,VIRUS,EV06,RS,Eilat_A_6,"gi|123967536|ref|NC_008816.1| Prochlorococcus marinus_AS9601, complete genome",Prochlorococcus,n_count,0.0274178465898
2223,Eilat_vDNA_6,,,5.0,Na,VIRUS,EV06,RS,Eilat_A_6,"gi|560891698|ref|NZ_KI421440.1| Candidatus Pelagibacter ubique HTCC8051 genomic scaffold HTC8051_Contig1.1, whole genome shotgun sequence",SAR11,n_count,0.0196967425565
2253,Eilat_vDNA_6,,,5.0,Na,VIRUS,EV06,RS,Eilat_A_6,"gi|157412338|ref|NC_009840.1| Prochlorococcus marinus_MIT 9215, complete genome",Prochlorococcus,n_count,0.108205368018
2260,Eilat_vDNA_6,,,5.0,Na,VIRUS,EV06,RS,Eilat_A_6,gi|159887716|gb|CP000878.1| Prochlorococcus marinus_MIT 9211 genome,Prochlorococcus,n_count,0.0306314499675
2272,Eilat_vDNA_6,,,5.0,Na,VIRUS,EV06,RS,Eilat_A_6,gi|33862273|ref|NC_005071.1| Prochlorococcus marinus MIT9313 complete genome,Prochlorococcus,n_count,0.0157673129988
2279,Eilat_vDNA_6,,,5.0,Na,VIRUS,EV06,RS,Eilat_A_6,gi|33864539|ref|NC_005070.1| Synechococcus sp. WH 8102 complete genome,Synechococcus,n_count,0.0237760978165
2284,Eilat_vDNA_6,,,5.0,Na,VIRUS,EV06,RS,Eilat_A_6,"gi|123965234|ref|NC_008817.1| Prochlorococcus marinus_MIT 9515, complete genome",Prochlorococcus,n_count,0.0294993574089
2291,Eilat_vDNA_6,,,5.0,Na,VIRUS,EV06,RS,Eilat_A_6,"gi|113952711|ref|NC_008319.1| Synechococcus sp. CC9311, complete genome",Synechococcus,n_count,0.0429367657754
2321,Eilat_vDNA_12,,,5.0,Na,VIRUS,EV12,RS,Eilat_A_12,gi|148238336|ref|NC_009481.1| Synechococcus WH7803 complete genome sequence,Synechococcus,n_count,0.0184859436542
2336,Eilat_vDNA_12,,,5.0,Na,VIRUS,EV12,RS,Eilat_A_12,gi|33239452|ref|NC_005042.1| Prochlorococcus marinus subsp. marinus_CCMP1375 complete genome,Prochlorococcus,n_count,0.0332255609872
2360,Eilat_vDNA_12,,,5.0,Na,VIRUS,EV12,RS,Eilat_A_12,gi|148241099|ref|NC_009482.1| Synechococcus sp. RCC307 genomic DNA sequence,Synechococcus,n_count,0.017522397796
2361,Eilat_vDNA_12,,,5.0,Na,VIRUS,EV12,RS,Eilat_A_12,"gi|124021714|ref|NC_008820.1| Prochlorococcus marinus_MIT 9303, complete genome",Prochlorococcus,n_count,0.0244059599039
2380,Eilat_vDNA_12,,,5.0,Na,VIRUS,EV12,RS,Eilat_A_12,"gi|560891698|ref|NZ_KI421440.1| Candidatus Pelagibacter ubique HTCC8051 genomic scaffold HTC8051_Contig1.1, whole genome shotgun sequence",SAR11,n_count,0.0982071820987
2395,Eilat_vDNA_12,,,5.0,Na,VIRUS,EV12,RS,Eilat_A_12,gi|33860560|ref|NC_005072.1| Prochlorococcus marinus MED4 complete genome,Prochlorococcus,n_count,0.0306234102626
2402,Eilat_vDNA_12,,,5.0,Na,VIRUS,EV12,RS,Eilat_A_12,"gi|162958048|ref|NC_007335.2| Prochlorococcus marinus_NATL2A, complete genome",Prochlorococcus,n_count,0.0552633339558
2436,Eilat_vDNA_12,,,5.0,Na,VIRUS,EV12,RS,Eilat_A_12,"gi|902974237|ref|NZ_LN847356.1| Synechococcus sp. WH 8103 genome assembly WH8103.1, chromosome : 1",Synechococcus,n_count,0.0190753997394
2443,Eilat_vDNA_12,,,5.0,Na,VIRUS,EV12,RS,Eilat_A_12,"gi|123965234|ref|NC_008817.1| Prochlorococcus marinus_MIT 9515, complete genome",Prochlorococcus,n_count,0.0343957075416
2446,Eilat_vDNA_12,,,5.0,Na,VIRUS,EV12,RS,Eilat_A_12,"gi|157412338|ref|NC_009840.1| Prochlorococcus marinus_MIT 9215, complete genome",Prochlorococcus,n_count,0.0343440643322
2461,Eilat_vDNA_12,,,5.0,Na,VIRUS,EV12,RS,Eilat_A_12,"gi|211594022|ref|NZ_CH724130.1| Candidatus Pelagibacter ubique HTCC1002 scf_1099314759170 genomic scaffold, whole genome shotgun sequence",SAR11,n_count,0.0652819879764
2462,Eilat_vDNA_12,,,5.0,Na,VIRUS,EV12,RS,Eilat_A_12,"gi|113952711|ref|NC_008319.1| Synechococcus sp. CC9311, complete genome",Synechococcus,n_count,0.012052561635
2476,Eilat_vDNA_12,,,5.0,Na,VIRUS,EV12,RS,Eilat_A_12,"gi|657650469|ref|NZ_KL370779.1| Candidatus Pelagibacter ubique HTCC7214 genomic scaffold P769DRAFT_scaffold00001.1, whole genome shotgun sequence",SAR11,n_count,0.0986152484334
2481,Eilat_vDNA_12,,,5.0,Na,VIRUS,EV12,RS,Eilat_A_12,"gi|123967536|ref|NC_008816.1| Prochlorococcus marinus_AS9601, complete genome",Prochlorococcus,n_count,0.25038328407
2483,Eilat_vDNA_12,,,5.0,Na,VIRUS,EV12,RS,Eilat_A_12,gi|33864539|ref|NC_005070.1| Synechococcus sp. WH 8102 complete genome,Synechococcus,n_count,0.022241132404
2489,Eilat_vDNA_12,,,5.0,Na,VIRUS,EV12,RS,Eilat_A_12,"gi|78211558|ref|NC_007516.1| Synechococcus sp. CC9605, complete genome",Synechococcus,n_count,0.133331793341
2499,Eilat_vDNA_12,,,5.0,Na,VIRUS,EV12,RS,Eilat_A_12,"gi|71082709|ref|NC_007205.1| Candidatus Pelagibacter ubique HTCC1062, complete genome",SAR11,n_count,0.0654293303298
2508,Eilat_vDNA_12,,,5.0,Na,VIRUS,EV12,RS,Eilat_A_12,gi|159887716|gb|CP000878.1| Prochlorococcus marinus_MIT 9211 genome,Prochlorococcus,n_count,0.0323429377186
2519,Eilat_vDNA_12,,,5.0,Na,VIRUS,EV12,RS,Eilat_A_12,"gi|78183584|ref|NC_007513.1| Synechococcus sp. CC9902, complete genome",Synechococcus,n_count,0.0222060337423
2521,Eilat_vDNA_12,,,5.0,Na,VIRUS,EV12,RS,Eilat_A_12,gi|33862273|ref|NC_005071.1| Prochlorococcus marinus MIT9313 complete genome,Prochlorococcus,n_count,0.0288696956261
2538,Eilat_vDNA_12,,,5.0,Na,VIRUS,EV12,RS,Eilat_A_12,"gi|657651831|ref|NZ_JNIU01000001.1| Candidatus Pelagibacter ubique HTCC7217 P773DRAFT_scaffold00001.1_C, whole genome shotgun sequence",SAR11,n_count,0.0957074006253
2544,Eilat_vDNA_12,,,5.0,Na,VIRUS,EV12,RS,Eilat_A_12,"gi|124024712|ref|NC_008819.1| Prochlorococcus marinus_NATL1A, complete genome",Prochlorococcus,n_count,0.0994309700476
2553,Eilat_vDNA_12,,,5.0,Na,VIRUS,EV12,RS,Eilat_A_12,"gi|564614004|ref|NZ_AZAL01000001.1| Candidatus Pelagibacter ubique HIMB083 Pelub83DRAFT_scaffold_0.1_C, whole genome shotgun sequence",SAR11,n_count,0.193056816637
2589,Eilat_vDNA_18,,,5.0,Na,VIRUS,EV18,RS,Eilat_A_18,gi|148241099|ref|NC_009482.1| Synechococcus sp. RCC307 genomic DNA sequence,Synechococcus,n_count,0.0219581883303
2591,Eilat_vDNA_18,,,5.0,Na,VIRUS,EV18,RS,Eilat_A_18,gi|33862273|ref|NC_005071.1| Prochlorococcus marinus MIT9313 complete genome,Prochlorococcus,n_count,0.0292385263423
2596,Eilat_vDNA_18,,,5.0,Na,VIRUS,EV18,RS,Eilat_A_18,gi|33864539|ref|NC_005070.1| Synechococcus sp. WH 8102 complete genome,Synechococcus,n_count,0.0247778684754
2597,Eilat_vDNA_18,,,5.0,Na,VIRUS,EV18,RS,Eilat_A_18,"gi|162958048|ref|NC_007335.2| Prochlorococcus marinus_NATL2A, complete genome",Prochlorococcus,n_count,0.0590602994329
2618,Eilat_vDNA_18,,,5.0,Na,VIRUS,EV18,RS,Eilat_A_18,"gi|113952711|ref|NC_008319.1| Synechococcus sp. CC9311, complete genome",Synechococcus,n_count,0.020288218114
2620,Eilat_vDNA_18,,,5.0,Na,VIRUS,EV18,RS,Eilat_A_18,"gi|157412338|ref|NC_009840.1| Prochlorococcus marinus_MIT 9215, complete genome",Prochlorococcus,n_count,0.0455382618721
2624,Eilat_vDNA_18,,,5.0,Na,VIRUS,EV18,RS,Eilat_A_18,"gi|124021714|ref|NC_008820.1| Prochlorococcus marinus_MIT 9303, complete genome",Prochlorococcus,n_count,0.02631750918
2633,Eilat_vDNA_18,,,5.0,Na,VIRUS,EV18,RS,Eilat_A_18,"gi|564614004|ref|NZ_AZAL01000001.1| Candidatus Pelagibacter ubique HIMB083 Pelub83DRAFT_scaffold_0.1_C, whole genome shotgun sequence",SAR11,n_count,0.0290357458207
2666,Eilat_vDNA_18,,,5.0,Na,VIRUS,EV18,RS,Eilat_A_18,"gi|657651831|ref|NZ_JNIU01000001.1| Candidatus Pelagibacter ubique HTCC7217 P773DRAFT_scaffold00001.1_C, whole genome shotgun sequence",SAR11,n_count,0.00977720682132
2668,Eilat_vDNA_18,,,5.0,Na,VIRUS,EV18,RS,Eilat_A_18,"gi|211594022|ref|NZ_CH724130.1| Candidatus Pelagibacter ubique HTCC1002 scf_1099314759170 genomic scaffold, whole genome shotgun sequence",SAR11,n_count,0.00377094393941
2669,Eilat_vDNA_18,,,5.0,Na,VIRUS,EV18,RS,Eilat_A_18,"gi|78183584|ref|NC_007513.1| Synechococcus sp. CC9902, complete genome",Synechococcus,n_count,0.0272390930764
2678,Eilat_vDNA_18,,,5.0,Na,VIRUS,EV18,RS,Eilat_A_18,gi|33860560|ref|NC_005072.1| Prochlorococcus marinus MED4 complete genome,Prochlorococcus,n_count,0.0452146068215
2694,Eilat_vDNA_18,,,5.0,Na,VIRUS,EV18,RS,Eilat_A_18,"gi|657650469|ref|NZ_KL370779.1| Candidatus Pelagibacter ubique HTCC7214 genomic scaffold P769DRAFT_scaffold00001.1, whole genome shotgun sequence",SAR11,n_count,0.0115652153395
2696,Eilat_vDNA_18,,,5.0,Na,VIRUS,EV18,RS,Eilat_A_18,"gi|902974237|ref|NZ_LN847356.1| Synechococcus sp. WH 8103 genome assembly WH8103.1, chromosome : 1",Synechococcus,n_count,0.0244304487717
2708,Eilat_vDNA_18,,,5.0,Na,VIRUS,EV18,RS,Eilat_A_18,"gi|123965234|ref|NC_008817.1| Prochlorococcus marinus_MIT 9515, complete genome",Prochlorococcus,n_count,0.0415152293938
2712,Eilat_vDNA_18,,,5.0,Na,VIRUS,EV18,RS,Eilat_A_18,"gi|123967536|ref|NC_008816.1| Prochlorococcus marinus_AS9601, complete genome",Prochlorococcus,n_count,0.239168309729
2729,Eilat_vDNA_18,,,5.0,Na,VIRUS,EV18,RS,Eilat_A_18,"gi|71082709|ref|NC_007205.1| Candidatus Pelagibacter ubique HTCC1062, complete genome",SAR11,n_count,0.00497347458915
